station_name,gage_id,lat,lon,upstream_gage_mainline,upstream_gage_trib,upstream_gage
"Madison River near West Yellowstone, MT",06037500,44.6570722,-111.0679639,06036905,06037100,06036905
"Maple Creek near Nickerson, Nebr.",06800000,41.56124444,-96.54101667,,,
"Maple River at Mapleton, IA",06607200,42.15677778,-95.8102778,,,
Marias River near Chester MT,06101500,48.3059611,-111.0805278,,,
Marias River near Loma MT,06102050,47.94590278,-110.5808389,06092020,06094900,06092020
Marias River near Shelby MT,06099500,48.4271972,-111.889836,06092020,06094900,06092020
"Maries River at Westphalia, MO",06927000,38.43180556,-91.9886111,,,
"Marmaton River near Nevada, MO",06918060,37.86202778,-94.39925,06917240,06917630,06917240
"Marmaton River near Richards, MO",06917560,37.8647222,-94.5822222,06917240,06917240,06917240
McCourtney Hollow Trib at FLW(Outfall 13),06930015,37.68916667,-92.1033333,,,
"Medicine Bow R ab E Fk Med Bow nr Elk Mountain, WY",06630465,41.54777778,-106.4097222,,,
"Medicine Creek at Lucerne, MO",06899900,40.45444444,-93.2863889,,,
"Medicine Creek near Laredo, MO",06900050,40.0266111,-93.4362222,06899900,06899900,06899900
"Middle Creek at SW 63rd St at Lincoln, Nebr.",06803170,40.81097778,-96.80608889,,,
"Middle Loup River at Dunning, Nebr.",06775500,41.83110278,-100.10086667,,,
"Middle Loup River at Saint Paul, Nebr.",06785000,41.20394444,-98.44635833,,,
"Middle Loup River near Gates, Nebr.",06777495,41.66317778,-99.63570556,,06775900,06775900
Milk River at Cree Crossing nr Saco MT,06155900,48.5405861,-107.5199306,06135000,06135000,06135000
Milk River at Eastern Crossing of Int Bndry,06135000,48.9748194,-110.4217778,06132200,06133500,06132200
Milk River at Havre MT,06140500,48.5636861,-109.6959556,06135000,06135000,06135000
Milk River at Juneberg Bridge nr Saco MT,06164510,48.50920278,-107.2187556,06135000,06135000,06135000
Milk River at Malta MT,06155500,48.3621944,-107.876375,06135000,06135000,06135000
"Milk River at Merrill Rd, nr Harlem, MT",06153800,48.52430556,-108.8551667,06135000,06135000,06135000
Milk River at Nashua MT,06174500,48.13005278,-106.3643139,06135000,06135000,06135000
Milk River at Tampico MT,06172310,48.30790556,-106.8223167,06135000,06135000,06135000
Milk River near Dodson MT,06155030,48.40277778,-108.2940944,06135000,06135000,06135000
Milk River near Harlem MT,06154100,48.48964167,-108.75895,06135000,06135000,06135000
"Mill Creek near Florissant, MO",06935997,38.8489722,-90.2859444,,,
"Minnechaduza Cr at U.S. Hwy 83 at Valentine, Nebr.",425250100334501,42.88055556,-100.5625,,,
"Missouri River above Parkville, MO",06821250,39.19165278,-94.7698417,06027600,06796550,06027600
"Missouri River at Boonville, MO",06909000,38.980306,-92.7454638,06027600,06893970,06027600
Missouri River at Cascade MT,06074000,47.2694861,-111.6952306,06027600,06040050,06027600
"Missouri River at Decatur, NE",06601200,42.0078333,-96.2429167,06027600,06320000,06027600
Missouri River at Fort Benton MT,06090800,47.8169111,-110.6661417,06027600,06078500,06027600
"Missouri River at Glasgow, MO",06906500,39.2222512,-92.848798,,,
"Missouri River at Hermann, MO",06934500,38.70980556,-91.4385,06027600,06893970,06027600
"Missouri River at Hwy 370 at Bellevue, Nebr.",06610670,41.13738889,-95.88253333,06027600,06320000,06027600
"Missouri River at Jefferson City, MO",06910450,38.5871111,-92.1786389,,,
"Missouri River at Kansas City, MO",06893000,39.1117222,-94.5881389,06027600,06824000,06027600
"Missouri River at Napoleon, MO",06894650,39.1336111,-94.0638889,,,
"Missouri River at Nebraska City, NE",06807000,40.68180556,-95.8470833,06027600,06796550,06027600
"Missouri River at Omaha, NE",06610000,41.25905556,-95.92325,06027600,06320000,06027600
"Missouri River at Plattsmouth, NE",06805600,41.0011104,-95.8666751,06027600,06796550,06027600
"Missouri River at Rulo, NE",06813500,40.05205556,-95.42175,06027600,06796550,06027600
"Missouri River at Sioux City, IA",06486000,42.48619444,-96.4130833,06027600,06320000,06027600
"Missouri River at St. Charles, MO",06935965,38.78719444,-90.4718056,06027600,06893970,06027600
"Missouri River at St. Joseph, MO",06818000,39.75325,-94.8568333,06027600,06796550,06027600
Missouri River at Toston MT,06054500,46.1465722,-111.4202778,06027600,06040050,06027600
Missouri River at Virgelle MT,06109500,48.0037833,-110.2588222,06027600,06078500,06027600
"Missouri River at Washington, MO",06935450,38.5597222,-91.0075,06027600,06893970,06027600
"Missouri River at Waverly, MO",06895500,39.2150194,-93.5152118,06027600,06893970,06027600
Missouri River below Fort Peck Dam MT,06132000,48.044425,-106.3562583,06027600,06078500,06027600
Missouri River bl Hauser Dam near Helena MT,06065500,46.76619167,-111.8887944,06027600,06040050,06027600
Missouri River bl Holter Dam nr Wolf Cr MT,06066500,46.99473889,-112.0106667,06027600,06040050,06027600
Missouri River near Culbertson MT,06185500,48.1235,-104.4733,06027600,06135000,06027600
Missouri River near Great Falls MT,06090300,47.5844444,-111.0605806,06027600,06078500,06027600
"Missouri River near Labadie, MO",06935550,38.5658333,-90.8391667,,,
Missouri River near Landusky MT,06115200,47.63143056,-108.6877444,06027600,06078500,06027600
"Missouri River near Maskell, Nebr.",06478526,42.72205556,-96.94901389,06027600,06320000,06027600
Missouri River near Ulm MT,06078200,47.43496667,-111.3884444,06027600,06040050,06027600
Missouri River near Wolf Point MT,06177000,48.067325,-105.5330972,06027600,06135000,06027600
"Moniteau Creek near Fayette, MO",06909500,39.1208333,-92.5672222,,,
"Monona-Harrison Ditch near Turin, IA",06602400,41.96491667,-95.99175,,,
"Moreau River near Jefferson City, MO",06910750,38.52902778,-92.1920278,,,
"Mozingo Creek near Pickering, MO",06819550,40.4311111,-94.7722222,,,
Muddy Creek at Vaughn MT,06088500,47.56126667,-111.54176944,06088300,06088300,06088300
"Muddy Creek near Chula, MO",06900640,39.87944444,-93.3972222,,,
Muddy Creek near Vaughn MT,06088300,47.6250222,-111.6354056,,,
Musgrave Hollow Trib at FLW,06928320,37.6347222,-92.1863889,,,
"Mussel Fork near Musselfork, MO",06906000,39.52352778,-92.9496389,,,
Musselshell River ab Big Coulee Creek at Lavina MT,06125600,46.28905556,-108.9376111,06118500,06118500,06118500
Musselshell River ab Mud Cr nr Shawmut MT,06123030,46.31899167,-109.4605472,06118500,06118500,06118500
Musselshell River at Harlowton MT,06120500,46.4288,-109.8411944,06118500,06118500,06118500
Musselshell River at Mosby MT,06130500,46.99469167,-107.8891639,06118500,06118500,06118500
Musselshell River at Musselshell MT,06127500,46.522425,-108.1088722,06118500,06118500,06118500
Musselshell River near Lavina MT,06126050,46.29231389,-108.8927083,06118500,06118500,06118500
Musselshell River near Roundup MT,06126500,46.4277194,-108.5701028,06118500,06118500,06118500
"Musselshell River nr Martinsdale, MT",06119600,46.4769583,-110.2489667,06118500,06118500,06118500
N F Milk River ab St. Mary canal nr Browning MT,06133500,48.96352778,-113.0623556,,,
N FK CACHE LA POUDRE R ABV HALLIGAN RES NR VA DALE,06751145,40.8945833,-105.3672222,,,
N FK CACHE LA POUDRE R BLW HALLIGAN RES NR VA DALE,06751150,40.87831637,-105.3380411,06751145,06751145,06751145
"N PLATTE RIV AB SEMINOE RESERVOIR, NR SINCLAIR, WY",06630000,41.87216636,-107.0575984,,06613950,06613950
"N.F. SOUTH PLATTE RIVER ABOVE ELK CRK AT PINE, CO",06706400,39.4074891,-105.3191615,,,
"NF POWDER RIVER BELOW PASS CREEK, NR MAYOWORTH, WY",06311400,43.911357,-106.8894999,06311000,06311000,06311000
"NF SOLOMON R AT GLADE, KS",06871000,39.67284444,-99.3092389,,,
"NF SOLOMON R AT PORTIS, KS",06872500,39.55300278,-98.6923222,06871000,06871000,06871000
NF Smith R ab conf nr White Sulphur Springs,463138110580001,46.52708889,-110.9666306,,,
"NORTH BRUSH CREEK NEAR SARATOGA, WY",06622700,41.37022978,-106.520632,,,
"NORTH CLEAR CREEK ABOVE MOUTH NR BLACK HAWK, CO",06718550,39.74887674,-105.3997159,,,
"NORTH FORK CACHE LA POUDRE RIVER AT LIVERMORE, CO",06751490,40.7874815,-105.2522047,06751150,06751150,06751150
"NORTH FORK GRAND RIVER ABOVE BOWMAN-HALEY LAKE, ND",06354890,45.9524438,-103.3069613,,,
"NORTH FORK GRAND RIVER NEAR WHITE BUTTE,SD",06355500,45.80222,-102.3623795,06354890,06354980,06354890
"NORTH FORK POWDER RIVER NEAR HAZELTON, WY",06311000,44.02774228,-107.0808955,,,
"NORTH FORK SHOSHONE RIVER AT WAPITI, WY",06279940,44.4714444,-109.4183528,,,
"NORTH PLATTE RIVER AT ORIN, WY",06652000,42.65247578,-105.1592123,06630000,06613950,06630000
NORTH PLATTE RIVER AT WYOMING-NEBRASKA STATE LINE,06674500,41.98857008,-104.0533373,06657000,06665790,06657000
"NORTH PLATTE RIVER BELOW WHALEN DIVERSION DAM, WY",06657000,42.2410095,-104.6280247,06630000,06613950,06630000
"NORTH PLATTE RIVER NEAR NORTHGATE, CO",06620000,40.93663889,-106.3391944,,06613950,06613950
Nelson Creek near Van Norman MT,06131200,47.5365944,-106.1534528,,,
"Niangua River ab Lake Niangua nr Macks Creek, MO",06923940,37.8633333,-92.8980556,06923250,06923250,06923250
"Niangua River at Tunnel Dam near Macks Creek, MO",06923950,37.93694444,-92.8513611,06923940,06923940,06923940
"Niangua River at Windyville, MO",06923250,37.68430556,-92.9246389,,,
"Niobrara River Near Spencer, Nebr.",06465000,42.81194425,-98.6517525,06461150,06461595,06461150
"Niobrara River at Agate, Nebr.",06454100,42.4236111,-103.7922222,,,
"Niobrara River at Mariaville, Nebr.",06463720,42.78140833,-99.33471389,,06461595,06461595
"Niobrara River near Sparks, Nebr.",06461500,42.90207778,-100.36252778,,,
"Niobrara River near Verdel, Nebr.",06465500,42.73979444,-98.22286111,06461150,06461595,06461150
"Nishnabotna River above Hamburg, IA",06810000,40.60119444,-95.6445,06808820,06809500,06808820
"Nodaway River at Clarinda, IA",06817000,40.7432222,-95.0145278,,,
"Nodaway River near Burlington Junction, MO",06817500,40.44491667,-95.0903056,06817000,06817000,06817000
"Nodaway River near Graham, MO",06817700,40.20252778,-95.0695833,06817500,06817500,06817500
"North Fork Big Nemaha River at Humboldt, Nebr.",06814500,40.15666944,-95.94480833,,,
"North Fork Elkhorn River near Pierce, Nebr.",06799100,42.14846667,-97.47872222,,,
North Fork Republican River at Colorado-Nebraska,06823000,40.06940278,-102.05158889,,,
North Fork Sun River near Augusta MT,06078500,47.6398611,-112.8593333,,,
"North Loup River at Brewster, Nebr.",06785500,41.94173889,-99.86010278,,,
"North Loup River at Taylor, Nebr.",06786000,41.77693333,-99.37970278,,,
"North Loup River near Saint Paul, Nebr.",06790500,41.26334596,-98.449236,06785500,06785500,06785500
"North Oak Creek at Valparaiso, Nebr.",06803430,41.07491667,-96.83891667,06803420,06803420,06803420
"North Oak Creek near Touhy, Nebr.",06803420,41.13331667,-96.87241944,,,
"North Platte River at Scottsbluff, Nebr.",06680500,41.85050833,-103.67551944,06657000,06665790,06657000
"OAK CR NEAR WAKPALA,SD",06354882,45.7119422,-100.5593015,06354881,06354881,06354881
"OAK CREEK NR RATTLESNAKE BUTTE NR WAKPALA, SD",06354881,45.72842778,-100.596275,,,
"Oak Creek at Air Park Road at Lincoln, Nebr.",06803486,40.85539167,-96.77925556,,06803430,06803430
"Ocheyedan River near Spencer, IA",06605000,43.12766667,-95.2104444,,,
"Omaha Creek at Homer, Nebr.",06601000,42.32140833,-96.48793056,,06600900,06600900
"One Hundred Two River near Bolckow, MO",06820410,40.1135833,-94.8376111,06819500,06819550,06819500
"One Hundred and Two River at Maryville, MO",06819500,40.3455,-94.8323611,06819185,06819185,06819185
"Osage River above Schell City, MO",06918070,38.0558611,-94.1454167,06910800,06910800,06910800
"Osage River at Taberville, MO",06918250,38.00388889,-93.9947222,06910800,06910800,06910800
"Osage River at Tuscumbia, MO",06926080,38.23253889,-92.4586111,,,
"Osage River at Warsaw, MO",06922500,38.2445,-93.3871111,06910800,06910800,06910800
"Osage River below St. Thomas, MO",06926510,38.42144444,-92.20825,06910800,06910800,06910800
"Osage River near Bagnell, MO",06926000,38.1907222,-92.6071389,06910800,06910800,06910800
Otter Creek at Ashland MT,06307740,45.58838889,-106.2550556,,,
"PAINTED WOODS CREEK NR STILL, ND",06341790,47.2694444,-100.6427778,,,
"PAINTED WOODS CREEK NR WASHBURN, ND",06341950,47.25925,-100.9198889,06341790,06341790,06341790
"PAINTED WOODS CREEK NR WILTON, ND",06341800,47.2741944,-100.7896389,06341790,06341790,06341790
"PARADISE C NR PARADISE, KS",06867500,39.05919167,-98.8422917,,,
"PASS CREEK NEAR ELK MOUNTAIN, WY",06628900,41.58606047,-106.6109148,,,
"PEORIA INTERCEPT BL 56TH AV, AT ROCKY MTN ARS, CO",06720280,39.79887546,-104.8616424,,,
"PINEY CREEK AT KEARNY, WY",06323000,44.5354835,-106.8223419,06320500,06320500,06320500
"PIONEER CANAL NEAR WOODS, WY",06659501,41.1391415,-105.9797283,,,
"PIPESTEM CREEK NEAR BUCHANAN, ND",06469500,47.0663814,-98.918998,,,
"PIPESTEM CREEK NEAR PINGREE, ND",06469400,47.1674635,-98.9690423,,,
"PLATTE CREEK NEAR PLATTE, SD",06452320,43.3272192,-98.9706446,,,
"PLUM CREEK AT TITAN ROAD NEAR LOUVIERS, CO",06709530,39.50736944,-105.0244667,06708690,06708690,06708690
"PLUM CREEK BELOW HAYES, SD",06441110,44.21053769,-100.7265279,,,
"PLUM CREEK NEAR SEDALIA, CO.",06709000,39.43831639,-104.98306724,06708690,06708690,06708690
"PORCUPINE CREEK NEAR FORT YATES, ND",06354815,46.19328885,-100.751875,,,
"POTTAWATOMIE C AT LANE, KS",06914500,38.4439057,-95.084136,06914000,06914000,06914000
"POTTAWATOMIE C NR GARNETT, KS",06914000,38.333631,-95.2488634,,,
"POTTAWATOMIE C NR SCIPIO, KS",06914100,38.34888889,-95.2033333,06914000,06914000,06914000
"POWDER RIVER ABOVE BURGER DRAW, NEAR BUFFALO, WY",06313590,44.144378,-106.1392595,06313500,06311000,06313500
"POWDER RIVER AT ARVADA, WY",06317000,44.64993155,-106.127598,06313590,06316400,06313590
"POWDER RIVER AT SUSSEX, WY",06313500,43.6970861,-106.3061944,06309200,06311000,06309200
"PRAIRIE DOG C AB KEITH SEBELIUS LAKE, KS",06847900,39.769727,-100.1006875,,,
"PRAIRIE DOG C NR WOODRUFF, KS",06848500,39.978775,-99.4781028,06847900,06847900,06847900
"PRAIRIE DOG CR AT WAKELEY SIDING, NR SHERIDAN, WY",06306200,44.84219467,-106.8811776,,,
"Papillion Cr at Harlan Lewis Rd nr La Platte, Nebr",06610798,41.08210556,-95.88975556,,,
"Papillion Cr at South 42nd St at Bellevue, Nebr.",410845095584201,41.1458333,-95.9783333,06610793,06610793,06610793
"Papillion Creek at Fort Crook, Nebr.",06610795,41.11779167,-95.93690278,410845095584201,06610742,410845095584201
Pass Creek near Wyola MT,06290000,45.05626389,-107.3559,06289600,06289600,06289600
Peoples Cr bl Kuhr Coulee nr Dodson MT,06154550,48.3636333,-108.3562389,06154390,06154390,06154390
"Peoples Creek near Cleveland, MT",06154390,48.26405556,-108.8618278,,,
Peoples Creek near Hays MT,06154400,48.2237333,-108.7140528,06154390,06154390,06154390
"Perry Creek at 38th Street at Sioux City, IA",06600000,42.5352222,-96.4104444,06599900,06599900,06599900
"Perry Creek near Hinton, IA",06599950,42.6197153,-96.3725279,06599900,06599900,06599900
"Perry Creek near Millnerville, IA",06599900,42.6933333,-96.3703056,,,
"Petite Saline Creek at Hwy U nr Boonville, M0",06909950,38.9172222,-92.7041667,,,
"Platte R Mid-Ch, Cottonwood Ranch nr Elm Cr, Nebr.",06768035,40.6855652,-99.439268,06714215,06665790,06714215
"Platte R, J2 Outflow and S Ch, near Overton, Nebr.",06767970,40.67683889,-99.56795556,06714215,06665790,06714215
"Platte R,So-Ch,Cottonwood Ranch nr Overton, Nebr.",06768025,40.67888889,-99.4891667,06714215,06665790,06714215
"Platte River at La Platte, Nebr.",06805570,41.05786111,-95.928,06796550,06796550,06796550
"Platte River at Louisville, Nebr.",06805500,41.01497778,-96.1575,06796550,06796550,06796550
"Platte River at North Bend, Nebr.",06796000,41.45317778,-96.77539444,06714215,06792500,06714215
"Platte River at Sharps Station, MO",06821190,39.4009722,-94.7268333,06820500,06819550,06820500
"Platte River near Agency, MO",06820500,39.68802778,-94.7026111,,06819550,06819550
"Platte River near Ashland, Nebr.",06801000,41.06225556,-96.32451389,,,
"Platte River near Duncan, Nebr.",06774000,41.36813611,-97.49473611,06714215,06665790,06714215
"Platte River near Grand Island, Nebr.",06770500,40.87411667,-98.28219167,06714215,06665790,06714215
"Platte River near Kearney, Nebr.",06770200,40.65805556,-99.0861111,06714215,06665790,06714215
"Platte River near Leshara, Nebr.",06796500,41.32,-96.4038889,06714215,06792500,06714215
"Platte River near Overton, Nebr.",06768000,40.68257222,-99.54023611,06714215,06665790,06714215
"Platte River near Venice, Nebr.",06796550,41.19797778,-96.33948611,06714215,06792500,06714215
"Platte River nr Schuyler, Nebr.",06794700,41.414175,-97.05973056,06714215,06792500,06714215
"Pomme de Terre River at Hermitage, MO",06921500,37.9458333,-93.3095556,06921350,06921350,06921350
"Pomme de Terre River near Hermitage, MO",06921350,37.90605556,-93.3289167,06921070,06921070,06921070
"Pomme de Terre River near Polk, MO",06921070,37.68266667,-93.3703333,,,
"Ponca Creek at Verdel, Nebr.",06453600,42.81086111,-98.17539722,,,
Poplar River at international boundary,06178000,48.9902861,-105.6969083,,,
Poplar River near Poplar MT,06181000,48.11791667,-105.1928167,,06178000,06178000
Powder River at Moorhead MT,06324500,45.0571972,-105.8783778,06317000,06320000,06317000
Powder River near Locate MT,06326500,46.4294361,-105.3103306,06317000,06320000,06317000
"Prairie Creek near Silver Creek, Nebr.",06773500,41.32923333,-97.67545,,,
"Prairie Dog Creek near Acme, WY",06306250,44.98381516,-106.8398478,06306200,06306200,06306200
Prickly Pear Creek near Clancy MT,06061500,46.5190972,-111.946786,,,
Pryor Creek at Pryor MT,06216000,45.43467778,-108.5336528,,,
Pryor Creek nr Huntley MT,06216900,45.8196944,-108.2903333,06216000,06216000,06216000
Pumpkin Creek near Miles City MT,06308400,46.22835556,-105.6906083,,,
"RAPID CR AT RAPID CITY,SD",06414000,44.08551554,-103.241843,06412200,06410000,06412200
"RAPID CR BL SEWAGE TREATMENT PL NR RAPID CITY, SD",06418900,44.0236549,-103.095844,06418800,06418800,06418800
"RAPID CR NEAR FARMINGDALE,SD",06421500,43.94210239,-102.8539247,06418800,06418800,06418800
"RAPID CREEK ABOVE PACTOLA RES AT SILVER CITY,  SD",06410500,44.08470785,-103.5804702,,06410000,06410000
"RAPID CREEK ABOVE WRF NR RAPID CITY, SD",06418800,44.02680556,-103.1011111,06416000,06410000,06416000
"RAPID CREEK ABV CANYON LAKE NEAR RAPID CITY,SD",06412500,44.05276555,-103.3118507,06412200,06410000,06412200
"RAPID CREEK ABV JOHNSON SIDING BLW PACTOLA DAM,SD",06411900,44.08198719,-103.4429383,06410500,06410000,06410500
"RAPID CREEK ABV VICTORIA CREEK NR RAPID CITY, SD",06412200,44.0465988,-103.3515742,06410500,06410000,06410500
"RAPID CREEK AT BIG BEND NR RAPID CITY,SD",06412000,44.05498747,-103.417132,06410500,06410000,06410500
"RAPID CREEK BELOW PACTOLA DAM,SD",06411500,44.07665378,-103.482134,06410500,06410000,06410500
"RAPID CREEK BLW HAWTHORN DITCH AT RAPID CITY,SD",06416000,44.06726568,-103.18093,06412200,06410000,06412200
REDWATER CREEK AT WY-SD STATE LINE,06430500,44.5718625,-104.0536449,,06429997,06429997
"REDWATER RIVER ABOVE BELLE FOURCHE,SD",06433000,44.66720665,-103.8393696,06430500,06430850,06430500
"RENO GULCH NEAR HILL CITY,SD",06406760,43.9097067,-103.6124162,,,
"REPUBLICAN R AT CLAY CENTER, KS",06856600,39.3555515,-97.1275203,06844500,06824000,06844500
"REPUBLICAN R AT CONCORDIA, KS",06856000,39.58866944,-97.6582056,,,
"REPUBLICAN R AT JUNCTION CITY, KS",06857100,39.0427758,-96.8294533,06844500,06824000,06844500
"REPUBLICAN R AT SCANDIA, KS",06854500,39.79873,-97.7931266,06844500,06824000,06844500
"REPUBLICAN R NR HARDY, NE",06853500,39.9936611,-97.9318583,06844500,06824000,06844500
"RHOADS FORK NEAR ROCHFORD,SD",06408700,44.13387149,-103.8615912,,,
"ROCK C NR LOUISVILLE, KS",06888300,39.24916286,-96.3149982,,,
"ROCK CREEK AB KING CANYON CANAL, NR ARLINGTON, WY",06632400,41.58522927,-106.222847,,,
"ROCK CREEK NEAR BUFFALO, WY",06320000,44.456039,-106.8790096,,06320500,06320500
Red Lodge Cr ab Cooney Re nr Boyd MT,06211000,45.43785,-109.2533111,,,
"Red Rock Cr ab Lakes, nr Lakeview, MT",06006000,44.61579167,-111.6256694,,,
Red Rock R bl Lima Reservoir nr Monida MT,06012500,44.65588056,-112.3712222,06006000,06006000,06006000
"Red Willow Creek near Red Willow, Nebr.",06838000,40.23503056,-100.50074167,,,
Redwater River at Circle MT,06177500,47.4139722,-105.5756444,,,
Redwater River near Vida MT,06177825,47.9022361,-105.2128083,06177500,06177500,06177500
"Republican River at Benkelman, Nebr.",06824500,40.03378333,-101.54305833,06821500,06824000,06821500
"Republican River at Cambridge, Nebr.",06843500,40.28444444,-100.1436111,,,
"Republican River at Guide Rock, Nebr.",06853020,40.06390278,-98.33028056,06844500,06824000,06844500
"Republican River at McCook, Nebr.",06837000,40.18755278,-100.61890556,06824500,06824000,06824500
"Republican River at Stratton, Nebr.",06828500,40.14089167,-101.23025556,06824500,06824000,06824500
"Republican River near Orleans, Nebr.",06844500,40.13202222,-99.50302222,06837000,06824000,06837000
"Rock Creek at Kentucky Road in Independence, MO",06893620,39.11194444,-94.4722222,,,
"Rock Creek at Parks, Nebr.",06824000,40.04246389,-101.72831944,,,
Rock Creek bl Horse Creek nr int'l boundary,06169500,48.969375,-106.8398417,,,
"Rock Creek near Ceresco, Nebr.",06803530,41.01585278,-96.54456111,,,
Rock Creek near Red Lodge MT,06209500,45.0861472,-109.3291889,,,
"Rock River below Tom Creek at Rock Rapids, IA",06483290,43.42313889,-96.1649167,,,
"Rock River near Rock Valley, IA",06483500,43.2150833,-96.2950278,06483290,06483290,06483290
Rosebud C Bel Lame Deer C nr Lame Deer MT,06295220,45.67582545,-106.700309,06295113,06295113,06295113
Rosebud C at Reservation Bndry nr Kirby MT,06295113,45.36116667,-106.9903556,,,
"Rosebud Creek at Hwy 447 bridge nr Rosebud, MT",06295900,46.19803056,-106.4925694,06295113,06295113,06295113
Rosebud Creek at mouth near Rosebud MT,06296003,46.26463056,-106.4752306,06295900,06295900,06295900
"Roubidoux Creek above Fort Leonard Wood, MO",06928300,37.6010833,-92.2338056,,,
Roubidoux Creek at Polla Rd bl Ft. Leonard Wood,06928420,37.79194444,-92.1833333,06928300,06928300,06928300
"Roubidoux Creek below Fort Leonard Wood, MO",06928430,37.81938889,-92.1945556,06928300,06928300,06928300
"Ruby River above reservoir near Alder, MT",06019500,45.1923194,-112.1428167,,,
"Ruby River below reservoir near Alder, MT",06020600,45.2418694,-112.1112389,06019500,06019500,06019500
Ruby River near Twin Bridges MT,06023000,45.50691389,-112.3308889,06019500,06019500,06019500
"S CLEAR CR ABV LOWER CABIN CR RES NR GEORGETOWN,CO",06714400,39.64900556,-105.7074833,,,
S CLEAR CR ABV LWR CABIN CR RES SPILWY NR GEORGTWN,06714500,39.6631,-105.7063278,06714400,06714400,06714400
"SALINE R AT LINCOLN, KS",06868850,39.02831944,-98.1501667,06866900,06866900,06866900
"SALINE R AT TESCOTT, KS",06869500,39.0037861,-97.8733944,06868850,06868850,06868850
"SALINE R AT WILSON DAM, KS",06868200,38.9747332,-98.4903429,06866900,06866900,06866900
"SALINE R NR RUSSELL, KS",06867000,38.9658611,-98.8540917,,,
"SALINE R NR WAKEENEY, KS",06866900,39.1061861,-99.86955,,,
"SALT C AT LYNDON, KS",06911490,38.60139907,-95.6847068,,,
"SALT C NR ADA, KS",06876700,39.13912778,-97.83655,,,
SAND CREEK AT COLORADO-WYOMING STATE LINE,06659580,40.99365,-105.7597028,,,
"SAND CREEK AT MOUTH NR COMMERCE CITY,CO",394839104570300,39.8109722,-104.9515833,,06712000,06712000
"SAND CREEK NEAR RANCH A, NEAR BEULAH, WY",06429905,44.52022088,-104.0839176,,06429500,06429500
"SAND CRK ABV BURLINGTON DITCH NR COMMERCE CITY, CO",06714360,39.81025,-104.9503333,,,
"SAPPA C NR LYLE, KS",06845110,40.0016,-99.9924889,,06844900,06844900
"SF L WIND RIV AB WASHAKIE RES, NR FT WASHAKIE, WY",06228350,42.96828927,-109.037628,,,
"SF REPUBLICAN R NR CO-KS ST LINE, KS",06827000,39.67184444,-102.0132611,,,
"SF SAPPA C NR ACHILLES, KS",06844900,39.67694848,-100.722093,,,
"SF SOLOMON R AB WEBSTER RE, KS",06873000,39.37667456,-99.5801096,,,
"SF SOLOMON R AT OSBORNE, KS",06874000,39.42778826,-98.6942395,06873000,06873000,06873000
"SF SOLOMON R AT WOODSTON, KS",06873460,39.4397325,-99.1017567,06873000,06873000,06873000
"SHELL CREEK ABOVE SHELL CREEK RESERVOIR, WY",06278300,44.5079801,-107.4037496,,,
"SHELL CREEK NEAR SHELL, WY",06278500,44.56492245,-107.712927,06278300,06278300,06278300
"SHOSHONE RIVER BELOW BUFFALO BILL RESERVOIR, WY",06282000,44.51658049,-109.0979716,06279940,06280300,06279940
"SHOSHONE RIVER NEAR LOVELL, WY",06285100,44.83852799,-108.4351763,,06284010,06284010
"SHUNGANUNGA C AT TOPEKA, KS",06889630,39.02972276,-95.685815,,,
"SKUNK CREEK AT SIOUX FALLS,SD",06481500,43.53358676,-96.7908849,,06481480,06481480
"SKUNK CREEK NEAR CHESTER,SD",06481480,43.8481959,-96.8368313,,,
"SMOKY HILL R AT ELKADER, KS",06860000,38.7947354,-100.8584796,,,
"SMOKY HILL R AT ELLSWORTH, KS",06864500,38.72667589,-98.2336684,06863000,06863000,06863000
"SMOKY HILL R AT ENTERPRISE, KS",06877600,38.90638906,-97.1177952,06863000,06876900,06863000
"SMOKY HILL R AT LINDSBORG, KS",06866000,38.56380659,-97.6664947,06863000,06863000,06863000
"SMOKY HILL R AT NEW CAMBRIA, KS",06870200,38.8639972,-97.4831556,,06868850,06868850
"SMOKY HILL R AT PFEIFER, KS",06863000,38.7147345,-99.1537086,,06860900,06860900
"SMOKY HILL R BL SCHOENCHEN, KS",06862850,38.71223475,-99.292325,06862700,06860900,06862700
"SMOKY HILL R NR ARNOLD, KS",06861000,38.80778889,-100.0222667,06860000,06860900,06860000
"SMOKY HILL R NR BUNKER HILL, KS",06864050,38.79390014,-98.781192,06863000,06863000,06863000
"SMOKY HILL R NR ELLIS, KS",06862500,38.768626,-99.560039,06860000,,06860000
"SMOKY HILL R NR LANGLEY, KS",06865500,38.61146944,-97.9525639,,06863000,06863000
"SMOKY HILL R NR MENTOR, KS",06866500,38.7111152,-97.5717015,06863000,06863000,06863000
"SMOKY HILL R NR RUSSELL, KS",06864000,38.7766781,-98.8548066,06863000,06863000,06863000
"SMOKY HILL R NR SCHOENCHEN, KS",06862700,38.71167927,-99.3470492,06860000,,06860000
"SOLDIER C NR CIRCLEVILLE, KS",06889160,39.46316585,-95.950609,06889110,06889110,06889110
"SOLDIER C NR DELIA, KS",06889200,39.23833024,-95.8885992,06889110,06889110,06889110
"SOLDIER C NR TOPEKA, KS",06889500,39.0994439,-95.7249828,,06889110,06889110
"SOLDIER CREEK NR CORNING, KS",06889110,39.6095472,-95.9760556,,,
"SOLOMON R AT BELOIT, KS",06876000,39.45450957,-98.1098985,,06871000,06871000
