station_name,gage_id,lat,lon,upstream_gage_mainline,upstream_gage_trib,upstream_gage
" BELLE FOURCHE RIVER NEAR ELM SPRINGS,SD",06438000,44.369989,-102.5665256,06437000,06430850,06437000
ANDREWS CREEK-LOCH VALE-RMNP,401723105400000,40.29,-105.6666667,,,
ANDREWS SPRING 1,401727105400000,40.29081794,-105.6672272,,,
"ANNIE CREEK NEAR LEAD, SD",06430800,44.32749778,-103.894532,,,
ANTELOPE CR NEAR MISSION SD,06463900,43.27378198,-100.6846396,,,
"ANTELOPE CREEK NR CARSON, ND",06347000,46.5452839,-101.6454228,,,
"APPLE CREEK NR MENOKEN, ND",06349500,46.79443787,-100.6573459,,,
"Adair Creek at Independence, MO",06893830,39.03777778,-94.3633333,,,
Agency Canal Tailwaste near Hardin MT,06293890,45.7305341,-107.567306,,,
"Antelope Creek at 27th Street at Lincoln, Nebr.",06803300,40.80473611,-96.68465,,,
"Arikaree River at Haigler, Nebr.",06821500,40.01773333,-101.99595556,,,
"Auxvasse Creek near Reform, MO",06927240,38.76,-91.8402778,,,
"BAD RIVER NEAR FORT PIERRE, SD",06441500,44.32662738,-100.3843468,06441000,06441110,06441000
"BAD RIVER NEAR MIDLAND,SD",06441000,44.0672095,-101.1608623,06440200,06440200,06440200
"BATTLE CREEK AT HERMOSA,SD",06406000,43.82804586,-103.1960211,06404000,06404000,06404000
"BATTLE CREEK BELOW HERMOSA,SD",06406500,43.72543145,-102.9061231,06404000,06404000,06404000
"BATTLE CREEK NEAR KEYSTONE,SD",06404000,43.87164727,-103.3363029,,,
BEAR BUTTE CR NEAR STURGIS SD,06437500,44.4808495,-103.2759863,06437200,06437200,06437200
"BEAR BUTTE CREEK NEAR DEADWOOD, SD",06437020,44.3355403,-103.6354716,,,
"BEAR BUTTE CREEK NEAR GALENA,SD",06437200,44.3963735,-103.5826922,06437020,06437020,06437020
"BEAR CREEK ABOVE BEAR CREEK LAKE NEAR MORRISON, CO",06710605,39.65202778,-105.17325,06710385,06710385,06710385
"BEAR CREEK ABOVE EVERGREEN, CO",06710385,39.63316667,-105.3369444,,,
"BEAR CREEK NEAR OAKES, ND",06470800,46.22524359,-98.0717809,,,
"BEAR DEN CREEK NEAR MANDAREE, ND",06332515,47.78717057,-102.7686286,,,
"BEAR IN THE LODGE CREEK NEAR WANBLEE,SD",06446700,43.53666558,-101.7985923,,,
"BEAVER C AT CEDAR BLUFFS, KS",06846500,39.98500557,-100.560148,06846000,06846000,06846000
"BEAVER C AT LUDELL, KS",06846000,39.84805785,-100.9615446,,,
"BEAVER CREEK AT MALLO CAMP, NEAR FOUR CORNERS, WY",06392900,44.084945,-104.0605792,,,
"BEAVER CREEK BELOW LINTON, ND",06354580,46.2685687,-100.2526914,,06354480,06354480
"BEAVER CREEK NEAR BUFFALO GAP,SD",06402500,43.4666495,-103.3060308,,06402430,06402430
"BEAVER CREEK NEAR PRINGLE, SD",06402430,43.58133935,-103.4766662,,,
"BEAVER CREEK NR TROTTERS, ND",06336600,47.16307028,-103.9927057,,,
"BELLE FOURCHE R BL RATTLESNAKE C, NR PINEY, WY",06425720,43.98438297,-105.3883998,,,
"BELLE FOURCHE RIVER AT DEVILS TOWER, WY",06427850,44.5894282,-104.7038545,06426500,06426160,06426500
BELLE FOURCHE RIVER AT WY-SD STATE LINE,06428500,44.74883136,-104.0516966,06426500,06426160,06426500
"BELLE FOURCHE RIVER BELOW MOORCROFT, WY",06426500,44.32188385,-104.9406108,06425720,06426160,06425720
"BELLE FOURCHE RIVER NEAR ALVA, WY",06428200,44.78938456,-104.4814336,06426500,06426160,06426500
"BELLE FOURCHE RIVER NEAR FRUITDALE,SD",06436000,44.6908178,-103.7376985,06426500,06430850,06426500
"BELLE FOURCHE RIVER NEAR STURGIS,SD",06437000,44.5130418,-103.1368464,06426500,06430850,06426500
"BIG BLUE R AT MARYSVILLE, KS",06882510,39.8419463,-96.6622425,06881000,06881200,06881000
"BIG BLUE R NR MANHATTAN, KS",06887000,39.2372186,-96.5713918,06882510,06883000,06882510
"BIG BULL C NR EDGERTON, KS",06914950,38.75334168,-94.977188,,,
"BIG BULL C NR HILLSDALE, KS",06915000,38.6563999,-94.8963521,06914950,06914950,06914950
"BIG C NR ELLIS, KS",06863420,38.9233333,-99.6508333,,,
"BIG C NR HAYS, KS",06863500,38.852234,-99.3181589,06863420,06863420,06863420
"BIG DRY CREEK AT MOUTH NEAR FORT LUPTON, CO",06720990,40.0688333,-104.8319861,06720820,06720820,06720820
"BIG DRY CREEK AT WESTMINSTER, CO",06720820,39.90568056,-105.0353889,,,
"BIG DRY CREEK BELOW C-470 AT HIGHLANDS RANCH, CO",06710150,39.5633216,-104.927758,,,
"BIG MUDDY CREEK NEAR ALMONT, ND",06347500,46.69444606,-101.4673665,,,
"BIG SIOUX R AT NORTH CLIFF AVE AT SIOUX FALLS,SD",06482020,43.56700265,-96.7113274,06479438,06481480,06479438
"BIG SIOUX RIVER AT AKRON, IA",06485500,42.8375091,-96.5619306,06479438,06481480,06479438
"BIG SIOUX RIVER AT SIOUX CITY,  IA",06485950,42.52442814,-96.48050958,06479438,06481480,06479438
BIG SIOUX RIVER AT SIOUX FALLS SD,06482000,43.5010864,-96.748384,06479438,06481480,06479438
"BIG SIOUX RIVER AT WATERTOWN,SD",06479500,44.94246436,-97.1461856,06479438,06479438,06479438
"BIG SIOUX RIVER BELOW WATERTOWN, SD",06479520,44.8477423,-97.049515,06479438,06479438,06479438
"BIG SIOUX RIVER NEAR BROOKINGS,SD",06480000,44.1802473,-96.749496,06479438,06479438,06479438
"BIG SIOUX RIVER NEAR BRUCE, SD",06479770,44.4675224,-96.8874204,06479438,06479438,06479438
"BIG SIOUX RIVER NEAR CASTLEWOOD,SD",06479525,44.7315478,-97.0446518,06479438,06479438,06479438
"BIG SIOUX RIVER NEAR DELL RAPIDS,SD",06481000,43.79044595,-96.7456623,06479438,06479438,06479438
"BIG SIOUX RIVER NEAR FLORENCE,SD",06479215,45.18079549,-97.1861904,,,
"BIG SIOUX RIVER NEAR HAWARDEN, IA",06483950,43.05136909,-96.48976258,06479438,06481480,06479438
"BIG SIOUX RIVER NEAR JEFFERSON, SD",06485910,42.62637177,-96.5155946,,,
"BIG SIOUX RIVER NEAR WATERTOWN,SD",06479438,45.0060753,-97.1650756,06479215,06479215,06479215
"BIG THOMPSON BL MORAINE PARK NR ESTES PARK, CO",402114105350101,40.3538611,-105.5841389,,,
"BIG THOMPSON RIVER AT LOVELAND, CO.",06741510,40.37873889,-105.0608167,402114105350101,401707105395000,402114105350101
"BIGHORN RIVER AT BASIN, WY",06274300,44.3832545,-108.0362688,,,
"BIGHORN RIVER AT KANE, WY",06279500,44.75852989,-108.1815559,,,
"BIGHORN RIVER AT WORLAND, WY",06268600,44.01464558,-107.9695955,06222100,06222510,06222100
"BLACK PIPE CREEK NEAR BELVIDERE, SD",06447230,43.75527266,-101.2279205,,,
"BLACK VERMILLION R NR FRANKFORT, KS",06885500,39.68194349,-96.4427888,,,
"BLACKTAIL CREEK NR MARMON,ND",06330515,48.39838889,-103.6242778,,,
"BLUE R AT KENNETH RD, OVERLAND PARK, KS",06893100,38.8422222,-94.6122222,06893080,06893080,06893080
"BLUE R NR STANLEY, KS",06893080,38.8125082,-94.6757906,,,
"BOULDER CREEK AT MOUTH NEAR LONGMONT, CO",06730500,40.13877778,-105.0202222,06730200,06727500,06730200
"BOULDER CREEK AT NORTH 75TH ST. NEAR BOULDER, CO",06730200,40.05165184,-105.1788754,,06727500,06727500
"BOW C NR STOCKTON, KS",06871500,39.56028889,-99.2855722,,,
"BOX ELDER CREEK AT BOXELDER, WY",06647500,42.61191679,-105.8597344,,,
"BOXELDER CR TRIB1 AT COUNTRY RD AT BOX ELDER, SD",06423060,44.12553284,-103.11560368,,,
"BOXELDER CR TRIB2 AT COUNTRY RD AT BOX ELDER, SD",06423070,44.1254042,-103.097511,,,
"BOXELDER CR TRIB3 AT COUNTRY RD AT BOX ELDER, SD",06423080,44.11836637,-103.0818247,06423075,06423075,06423075
"BOXELDER CR TRIB4 AT LIBERTY BLVD AT BOX ELDER, SD",06423090,44.11275543,-103.05096251,440639103014701,440639103014701,440639103014701
"BOXELDER CR TRIB5 AT HWY 1416 NR BOX ELDER, SD",440639103014701,44.11094998,-103.03076738,06423090,06423080,06423090
"BOXELDER CR TRIB6 AT HWY 1416 NR BOX ELDER, SD",06423120,44.11095,-103.02665613,,,
"BOXELDER CREEK AT 151ST AVE NR BOX ELDER, SD",06423100,44.10733888,-103.03037844,06423010,06423010,06423010
"BOXELDER CREEK AT I-90 SERVICE RD NR BOX ELDER, SD",06423050,44.11150508,-103.12496497,06423010,06423010,06423010
"BOXELDER CREEK NEAR NEMO,SD",06422500,44.1443339,-103.4545385,,,
"BOXELDER CREEK NEAR RAPID CITY,SD",06423010,44.131654,-103.2987949,06422500,06422500,06422500
"BOXELDER CREEK TRIB 7 ABV POND 2 AT BOX ELDER, SD",06423075,44.12881074,-103.08807501,06423080,06423080,06423080
"BUFFALO C 4 MI E OF JAMESTOWN, KS",06855850,39.59258056,-97.78143333,,,
"BULL LAKE CREEK ABOVE BULL LAKE, WY",06224000,43.1766111,-109.2025556,,,
"BURNT CREEK NEAR BISMARCK, ND",06342450,46.91495565,-100.813828,,,
Badger Cr bl Four Horns Canal nr Browning MT,06093200,48.36945,-112.8017806,,,
Battle Creek near Chinook MT,06151500,48.64949167,-109.2316944,,,
"Bazile Creek at Center, Nebr.",06466400,42.61573056,-97.87807222,,,
"Bazile Creek near Niobrara, Nebr.",06466500,42.73210833,-97.92254722,06466400,06466400,06466400
Beaver Cr at Res Bndry nr Rocky Boy MT,06139900,48.22408056,-109.6522667,06139800,06139800,06139800
Beaver Cr bl Guston Coulee nr Saco MT,06166000,48.3567833,-107.5821861,,,
"Beaver Creek ab Elk Creek, nr Rocky Boy, MT",06139850,48.17931667,-109.6435694,06139800,06139800,06139800
"Beaver Creek at Genoa, Nebr.",06794000,41.44065833,-97.73466667,,06792500,06792500
"Beaver Creek near Beaver City, Nebr.",06847000,40.1200068,-99.8934566,06846500,06846500,06846500
Beaver Creek near Hinsdale MT,06167500,48.4203111,-107.1711389,06166000,06166000,06166000
Beaverhead River at Barretts MT,06016000,45.11612778,-112.7504944,,06012500,06012500
Beaverhead River at Dillon MT,06017000,45.2183833,-112.6553333,06016000,06016000,06016000
"Beaverhead River at Twin Bridges, MT",06023100,45.54688889,-112.338111,,06023800,06023800
Beaverhead River near Twin Bridges MT,06018500,45.38338889,-112.4528306,06016000,06016000,06016000
Belt Creek near Monarch MT,06090500,47.20859444,-110.93174722,,,
"Bennett Spring at Bennett Springs, MO",06923500,37.7171472,-92.8575722,,,
"Big Anne Cr at Old Hwy 137 at Mariaville, Nebr.",424722099200801,42.78944444,-99.3355556,,,
"Big Beaver Cr at Nebr Hwy 12 nr Valentine, Nebr.",06461300,42.94027778,-100.4575,,,
"Big Blue River at Barneston, Nebr.",06882000,40.04463611,-96.58738611,06881000,06881200,06881000
"Big Blue River near Crete, Nebr.",06881000,40.59658056,-96.96085833,,06880800,06880800
"Big Creek near Blairstown, MO",06921720,38.55497778,-93.9653528,,,
Big Dry Creek near Van Norman MT,06131000,47.3494472,-106.3578167,,,
"Big Hole R bl Hamilton Ditch nr Twin Bridges, MT",06026420,45.5500222,-112.360675,06023800,06023800,06023800
Big Hole River ab Spring Creek nr Jackson MT,06023800,45.36098056,-113.4409667,06023500,06023500,06023500
Big Hole River at Maiden Rock nr Divide MT,06025250,45.7012694,-112.7359694,06023800,06023800,06023800
Big Hole River at Miner Creek nr Jackson MT,06024020,45.42286389,-113.4493944,06023800,06023800,06023800
Big Hole River bl Big Lake Cr at Wisdom MT,06024450,45.61796667,-113.4569417,06023800,06023800,06023800
Big Hole River bl Mudd Cr nr Wisdom MT,06024540,45.80754167,-113.3132694,06023800,06023800,06023800
Big Hole River near Glen MT,06026210,45.4400944,-112.5560917,06023800,06023800,06023800
Big Hole River near Jackson MT,06023500,45.24579167,-113.45715,,,
Big Hole River near Melrose MT,06025500,45.52658056,-112.701725,06023800,06023800,06023800
Big Hole River near Wise River MT,06024580,45.8508222,-113.068361,06023800,06023800,06023800
Big Horn Canal near St. Xavier MT,06286490,45.3163485,-107.9184433,06222100,06276500,06222100
Big Muddy Cr diversion canal nr Medicine Lake MT,06183700,48.5095972,-104.5490333,06183450,06183450,06183450
Big Muddy Creek near Antelope MT,06183450,48.6728972,-104.5120861,,,
Big Muddy Creek nr mouth nr Culbertson MT,06185110,48.16448056,-104.6295194,06183450,06183450,06183450
"Big Nemaha River at Falls City, Nebr.",06815000,40.03551667,-95.59575833,,06814000,06814000
"Big Papillion Cr at 72nd St at Omaha, Nebr.",411232096012401,41.20888889,-96.0233333,06610720,06610720,06610720
"Big Papillion Cr at Harrison St at La Vista, Nebr.",411126096003101,41.19055556,-96.0086111,411232096012401,06610742,411232096012401
"Big Papillion Cr at Old 36th St at Bellevue, Nebr.",410853095575601,41.14805556,-95.9655556,411232096012401,06610742,411232096012401
"Big Papillion Creek at Fort Street at Omaha, Nebr.",06610732,41.30654444,-96.10386389,06610720,06610720,06610720
"Big Papillion Creek at Q Street at Omaha, Nebr.",06610770,41.2052,-96.01605278,411232096012401,06610742,411232096012401
"Big Papillion Creek near Bennington, Nebr.",06610720,41.37886944,-96.18214444,,,
"Big Piney River near Big Piney, MO",06930000,37.66563889,-92.0499167,,06929900,06929900
"Big Piney below Fort Leonard Wood, MO",06930060,37.76025,-92.0579722,06930000,06930000,06930000
"Big Sandy Cr ab Spring Coulee, nr Laredo, MT",06138580,48.45269167,-109.9208278,,06137575,06137575
Big Sandy Creek near Havre MT,06139500,48.52671389,-109.8415778,06138580,06138580,06138580
Big Spring Cr at R&B Trading Post nr Lewistown MT,06111800,47.0878333,-109.4575,,,
Bighorn R bl Yellowtail Afterbay Dam nr St. Xavier,06287000,45.31690278,-107.9188889,06222100,06276500,06222100
Bighorn River ab Tullock Cr nr Bighorn MT,06294500,46.1244722,-107.4687917,06222100,06276500,06222100
"Bighorn River at Two Leggins Bridge, near Hardin",06288400,45.6440863,-107.6582164,06222100,06276500,06222100
"Bighorn River at bridge, at St. Xavier, MT",06287800,45.46075278,-107.7493283,06222100,06276500,06222100
"Bioretention Cell nr 69th and Q St. Omaha, NE",411219096010601,41.2053861,-96.0183472,,,
"Birch Cr Main Canal at diversion, nr Dupuyer, MT",06096001,48.25175,-112.6254444,,,
"Birch Cr bl Heart Butte Road, nr Heart Butte, MT",06094900,48.24466667,-112.6979167,,,
"Birch Creek at Bullhead Bridge, nr Valier, MT",06098120,48.39110278,-112.319661,06094900,06094900,06094900
"Birch Creek at Robare, MT",06097000,48.31985278,-112.5657806,06094900,06094900,06094900
"Blackwater River at Blue Lick, MO",06908000,38.99224236,-93.1968713,06907700,06907700,06907700
"Blackwater River at Valley City, MO",06907700,38.87001315,-93.6221588,,,
"Blue River at 12th Street in Kansas City, MO",06893590,39.09691667,-94.4910278,06893100,385520094420000,06893100
"Blue River at Blue Ridge Blvd Ext in KC, MO",06893150,38.88941667,-94.5806667,06893100,06893100,06893100
"Blue River at Kansas City, MO",06893500,38.957,-94.5588889,06893100,385520094420000,06893100
"Blue River at Stadium Drive in Kansas City, MO",06893578,39.0583384,-94.5118983,06893100,385520094420000,06893100
"Boiling River at Mammoth,YNP",06190540,44.9851333,-110.6893444,06191000,06191000,06191000
"Bone Cr at Wilson St at Ainsworth, Nebr.",423323099520101,42.55638889,-99.8669444,,,
"Bonhomme Creek near Clarkson Valley, MO",06935770,38.65844444,-90.6185,06935755,06935755,06935755
"Bonhomme Creek near Ellisville, MO",06935755,38.60975,-90.6725,,,
Boulder River at Big Timber MT,06200000,45.8337944,-109.9387056,,06197800,06197800
"Boulder River near Boulder, MT",06033000,46.21103056,-112.09165,,,
"Bow Creek near Wynot, Nebr.",06478522,42.76498611,-97.17251111,,,
"Boxelder Creek at Box Elder, MT",06137575,48.31035278,-110.019575,06137570,06137570,06137570
"Boxelder Creek near Rocky Boy, MT",06137570,48.2988333,-109.8354167,,,
"Boyer River at Logan, IA",06609500,41.64169444,-95.7823333,,,
"Brush Creek at Rockhill Road in Kansas City, MO",06893562,39.03925,-94.5787222,06893557,06893557,06893557
"Brush Creek at Ward Parkway in Kansas City, MO",06893557,39.0330833,-94.6053889,06893562,06893562,06893562
"Buffalo Creek near Haigler, Nebr.",06823500,40.03925278,-101.86650556,,,
"Buffalo Creek near Overton, Nebr.",06769000,40.73422222,-99.50573333,,,
"Bull Lake Creek near Lenore, WY",06225000,43.24245665,-109.0229052,06224000,06224000,06224000
"CACHE LA POUDRE RIV AB BOXELDER CRK NR TIMNATH, CO",06752280,40.5519269,-105.011365,06752260,06751490,06752260
"CACHE LA POUDRE RIVER AT FORT COLLINS, CO",06752260,40.5880833,-105.0692222,,06751490,06751490
CAMPBELL C NR LEE'S CORNER,06442718,44.077407,-99.3814387,,,
"CANNONBALL RIVER AT BREIEN, ND",06354000,46.3761111,-100.9344444,06350000,06350000,06350000
"CANNONBALL RIVER AT REGENT, ND",06350000,46.42667116,-102.5518303,,,
"CANNONBALL RIVER AT SOLEN, ND",06354050,46.39055556,-100.7998333,06350000,06350000,06350000
"CANNONBALL RIVER NEAR RALEIGH, ND",06351200,46.12689745,-101.3332835,06350000,06350000,06350000
"CASTLE CREEK ABOVE DEERFIELD RES NEAR HILL CITY,SD",06409000,44.01359238,-103.8304784,,,
CASTLE CREEK BELOW DEERFIELD DAM SD,06410000,44.02914848,-103.7818652,06409000,06409000,06409000
"CEDAR C NR DESOTO, KS",06892495,38.97805556,-94.9227778,,,
"CEDAR CREEK NEAR PRESHO, SD",06442130,44.14026325,-100.0848464,,,
"CEDAR CREEK NR HAYNES, ND",06352000,46.15528136,-102.4757133,,,
"CEDAR CREEK NR RALEIGH, ND",06353000,46.09166988,-101.333742,06352000,06352000,06352000
"CHAPMAN C NR CHAPMAN, KS",06878000,39.031109,-97.0402922,,,
"CHARBONNEAU CREEK NR CHARBONNEAU, ND",06329597,47.85085328,-103.7940907,,,
"CHERRY CREEK AT DENVER, CO.",06713500,39.74248685,-104.9999817,06712000,06712000,06712000
"CHERRY CREEK BELOW CHERRY CREEK LAKE, CO",06713000,39.65359899,-104.8630326,06712000,06712000,06712000
"CHERRY CREEK NEAR FRANKTOWN, CO.",06712000,39.3558234,-104.7633092,,,
"CHERRY CREEK NEAR PARKER, CO",393109104464500,39.5191557,-104.7796975,06712000,06712000,06712000
"CHERRY CREEK NEAR PLAINVIEW,SD",06439000,44.74304495,-102.0534948,,,
"CHERRY CREEK ON STATE HIGHWAY 23 NEAR SCHAFER, ND",06337200,47.8051944,-103.1759944,,,
"CHEYENNE RIVER AT EDGEMONT,SD",06395000,43.3055286,-103.8210312,06365900,06392900,06365900
"CHEYENNE RIVER AT RED SHIRT, SD",06403700,43.6724058,-102.8921298,06395000,06392900,06395000
"CHEYENNE RIVER BELOW ANGOSTURA DAM,SD",06401500,43.34497757,-103.4371412,06395000,06392900,06395000
CHEYENNE RIVER NEAR BUFFALO GAP SD,06402600,43.5019636,-103.0744103,06395000,06392900,06395000
"CHEYENNE RIVER NEAR DULL CENTER, WY",06365900,43.42911,-105.0458829,,,
CHEYENNE RIVER NEAR EAGLE BUTTE SD,06439500,44.69637199,-101.2173711,06408650,06430850,06408650
"CHEYENNE RIVER NEAR PLAINVIEW,SD",06438500,44.5294304,-101.9301531,06408650,06430850,06408650
"CHEYENNE RIVER NEAR SCENIC, SD",06408650,43.8980449,-102.6440611,06395000,06392900,06395000
"CHEYENNE RIVER NEAR SPENCER, WY",06386500,43.42105925,-104.13168626,06365900,06365900,06365900
"CHEYENNE RIVER NEAR WASTA, SD",06423500,44.08109849,-102.4012746,06408650,06418800,06408650
"CHICAGO CREEK BLW DEVILS CANYON NR IDAHO SPRGS, CO",06717400,39.71637678,-105.5713883,,,
"CLEAR CR. ABV. GEORGETOWN LAKE NR GEORGETOWN, CO",394308105413800,39.71887625,-105.6944484,,06714800,06714800
CLEAR CREEK ABV WEST FORK CLEAR CREEK NR EMPIRE CO,06715000,39.7519319,-105.661947,394308105413800,06714800,394308105413800
"CLEAR CREEK AT GOLDEN, CO",06719505,39.75304299,-105.2352667,394308105413800,06714800,394308105413800
"CLEAR CREEK NEAR ARVADA, WY",06324000,44.8715977,-106.0828769,06318500,06320000,06318500
"CLEAR CREEK NEAR BUFFALO, WY",06318500,44.33275055,-106.7772735,,,
"CLEAR CREEK NEAR LAWSON, CO",06716500,39.7658209,-105.6261123,394308105413800,06714800,394308105413800
"CLEGHORN SPRINGS AT RAPID CITY, SD",06412810,44.05887667,-103.2974058,06412200,06410000,06412200
"COLD SPRINGS CREEK AT BUCKHORN, WY",06429500,44.1538335,-104.0780804,,,
"CONEY CREEK ABOVE TWIN LAKES, NEAR BIG HORN, WY",06301480,44.6013136,-107.3176368,,,
"CONEY CREEK BELOW TWIN LAKES, NEAR BIG HORN, WY",06301495,44.6093692,-107.3040253,,,
COTTONWOOD C AT HIGH ISLAND RNCH NR HAMILTON DOME,06265337,43.76263889,-108.6778889,,,
"CRAZY WOMAN CREEK AT UPPER STA, NEAR ARVADA, WY",06316400,44.49104298,-106.1778757,,,
"CROOKED CREEK NEAR EMERSON, ND",06339200,47.1825833,-102.6044444,,,
"CROW CREEK AT 19TH STREET, AT CHEYENNE, WY",06755960,41.1313333,-104.8289167,,,
"CROW CREEK NEAR BEULAH, WY",06430532,44.5705398,-104.0057655,,,
Cains Coulee at Glendive MT,06327450,47.09420556,-104.7132667,,,
Camas C nr Mouth nr White Sulphur Springs MT,06076590,46.6784861,-111.1939194,,,
"Camas Cr at mouth, nr White Sulphur Springs, MT",06076600,46.7033611,-111.192225,06076590,06076590,06076590
Cannon Range Hollow Trib at FLW(Outfall 14),06928330,37.64277778,-92.2222222,,,
"Caulks Creek at Chesterfield, MO",06935830,38.65466667,-90.5948889,,,
"Cedar Cr at U.S. Hwy 20 nr Johnstown, Nebr.",423552100085501,42.59777778,-100.1486111,,,
"Cedar Creek near Pleasant View, MO",06919500,37.83405556,-93.8754722,,,
"Chariton River at Livonia, MO",06904050,40.48402778,-92.6859167,06903400,06903990,06903400
"Chariton River at Novinger, MO",06904500,40.2343333,-92.6863889,06903400,06903990,06903400
"Chariton River near Chariton, IA",06903400,40.9519722,-93.2598889,,,
"Chariton River near Moulton, IA",06904010,40.69252778,-92.7725833,,,
"Chariton River near Prairie Hill, MO",06905500,39.53994444,-92.79075,06904500,06904500,06904500
"Chariton River near Rathbun, IA",06903900,40.8218611,-92.8909722,,,
Clarks Fork Yellowstone River at Edgar MT,06208500,45.46571389,-108.8441056,06207500,06207500,06207500
Clarks Fork Yellowstone River nr Belfry MT,06207500,45.0099111,-109.0653667,,,
"Clear Creek 1.75 mile W of Polk County line, Nebr.",06794650,41.35194444,-97.4033333,,,
Clear Creek near Chinook MT,06142400,48.5788694,-109.3911306,,,
"Coldwater Creek near Black Jack, MO",06936475,38.81794444,-90.2511667,,,
"Cole Creek at Hillside Drive at Omaha, Nebr.",411632096020701,41.27555556,-96.0352778,411829096004801,411829096004801,411829096004801
"Cole Creek at Parkview Lane at Omaha, Nebr.",411829096004801,41.30805556,-96.0133333,,,
"Cooper Creek at Centerville, IA",06903990,40.75091667,-92.8582222,,,
Courtland Canal at Nebraska-Kansas Stateline,06852500,40.00431389,-98.13269167,,,
"Cowmire Creek at Bridgeton, MO",06935980,38.76427778,-90.4327833,,,
"Crackerneck Creek at Selsa Rd. in Independence, MO",06893940,39.05613595,-94.3449535,,,
"Creve Coeur Creek at Chesterfield, MO",06935850,38.6464083,-90.5268889,,,
"Creve Coeur Creek near Creve Coeur, MO",06935890,38.6828611,-90.4878889,06935850,06935850,06935850
"Crooked River near Richmond, MO",06895000,39.33266389,-93.98,,,
"Cut Bank Cr ab Gillam Coulee, nr Sundance, MT",06098800,48.67847778,-112.5940056,06098500,06098500,06098500
Cut Bank Creek at Cut Bank MT,06099000,48.63340278,-112.3464806,06098800,06098800,06098800
Cut Bank Creek near Browning MT,06098500,48.6168583,-113.0361083,,,
"DAKOTA LAKE NR LUDDEN, ND",06470875,45.94774725,-98.1751025,,,
"DEADWOOD CREEK AT CENTRAL CITY, SD",06436165,44.36859538,-103.765754,,,
"DEEP CREEK NEAR AMIDON, ND",06335750,46.57638889,-103.5580556,,,
"DEEPWATER CREEK AT MOUTH NR RAUB, ND",06332770,47.73778499,-102.1076687,,,
"DEER CREEK IN CANYON, NEAR GLENROCK, WY",06646000,42.71160955,-106.0292409,,,
"DELAWARE R AT PERRY, KS",06890900,39.07500017,-95.4038634,06890100,06890100,06890100
"DELAWARE R NR MUSCOTAH, KS",06890100,39.5213873,-95.532756,,,
"DINWOODY CREEK ABOVE LAKES, NEAR BURRIS, WY",06221400,43.34616667,-109.4087778,,,
"DISCOVERY FARMS WATERWAY SITE 1 NEAR UNDERWOOD, ND",472731101175500,47.45860915,-101.2990461,,,
"DISCOVERY FARMS WATERWAY SITE 2 NEAR UNDERWOOD, ND",472727101175000,47.457498,-101.2976572,,,
"DISCOVERY FARMS WATERWAY SITE 3 NEAR UNDERWOOD, ND",472709101175100,47.45249798,-101.297935,,,
"DONKEY CREEK NEAR GILLETTE, WY",06426130,44.2666036,-105.4386822,,,
"DRAGOON C NR BURLINGAME, KS",06911900,38.7091737,-95.8383205,,,
"DRY CREEK CANAL AT HEADGATE, NEAR BURRIS, WY",06222510,43.34384577,-109.2909707,,,
"DRY GULCH AT DENVER, CO",06711770,39.734375,-105.0395556,06711780,06711780,06711780
"DUTCH CR AT PLATTE CANYON DRIVE NEAR LITTLETON, CO",06709910,39.60011111,-105.04192222,,,
"Deadmans Run at 38th Street at Lincoln, Nebr.",06803502,40.835375,-96.66562778,,,
Dearborn River near Craig MT,06073500,47.199025,-112.0959056,,,
"Dismal River near Thedford, Nebr.",06775900,41.77858611,-100.52514722,,,
"Driftwood Creek near McCook, Nebr.",06836500,40.14583333,-100.67386667,,,
"Dugout Creek at mouth, nr Wilsall, MT",06192900,46.18480556,-110.3796389,,,
E Gallatin R ab Water Reclamation Fa nr Bozeman MT,06048650,45.72566667,-111.0661944,,,
